page_number,report_page,dashboard_section,audience,period_type,selected_period,year,compare_to_year,market,metric_group,metric_name,raw_powerbi_metric,spending_category,value_display,value_numeric,value_rm_million,unit,notes,scraped_at
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,Spain,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,349.70,349.7,349.7,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:28.755Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,Sweden,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,139.93,139.93,139.93,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:30.635Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,Sweden,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,100.27,100.27,100.27,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:30.635Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,Sweden,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,119.24,119.24,119.24,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:30.635Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,Switzerland,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,113.54,113.54,113.54,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:32.554Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,Switzerland,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,119.45,119.45,119.45,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:32.554Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,Switzerland,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,144.87,144.87,144.87,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:32.554Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,Thailand,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,4.09K,4.09,4090,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:34.505Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,Thailand,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,3.24K,3.24,3240,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:34.505Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,Thailand,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,3.99K,3.99,3990,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:34.505Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,U.S.A,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1287.14,1287.14,1287.14,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:36.504Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,U.S.A,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1308.79,1308.79,1308.79,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:36.504Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,U.S.A,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1656.75,1656.75,1656.75,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:36.504Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,United Arab Emirates,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,112.94,112.94,112.94,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:38.514Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,United Arab Emirates,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,96.48,96.48,96.48,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:38.514Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,United Arab Emirates,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,84.19,84.19,84.19,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:38.514Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,United Kingdom,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,2127.57,2127.57,2127.57,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:40.574Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,United Kingdom,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1880.29,1880.29,1880.29,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:40.574Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,United Kingdom,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,2450.48,2450.48,2450.48,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:40.574Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2019,,Vietnam,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1517.20,1517.2,1517.2,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:42.625Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2023,,Vietnam,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1299.92,1299.92,1299.92,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:42.625Z
1,Visitors-Overview (Full Year),Overview,Visitors,Full year,Full year,2024,,Vietnam,Total expenditure,Visitors expenditure to Malaysia,EXPENDITURE (RM MIL.) FULL YEAR,All spending categories,1306.55,1306.55,1306.55,RM million,Scraped from full year overview column chart.,2026-09-11T09:21:42.625Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,"74,291.56",74291.56,74291.56,RM million,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,-16.53%,-16.53,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Overall,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:49.907Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,18.09%,18.09,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,3.83%,3.83,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,"106,783.11",106783.11,106783.11,RM million,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,4.73%,4.73,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,37.36%,37.36,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,16.10%,16.1,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,8.14%,8.14,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,43.74%,43.74,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,5.69%,5.69,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,1.04%,1.04,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,2.17%,2.17,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.15%,0.15,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.39%,2.39,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Overall,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.30%,0.3,,%,Scraped from Power BI details cards.,2026-09-11T09:21:52.476Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,"2,114.36",2114.36,2114.36,RM million,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,2.85%,2.85,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,20.24%,20.24,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Australia,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:21:56.379Z
